WR,Radom (miasto),Mazowieckie
ERA,Radomsko,Łódzkie
CRA,Radziejów,Kujawsko-Pomorskie
LRA,Radzyń Podlaski,Lubelskie
ERW,Rawa Mazowiecka,Łódzkie
PRA,Rawicz,Wielkopolskie
RRS,Ropczycko-Sędziszowski (Ropczyce),Podkarpackie
SL,Ruda Śląska,Śląskie
SRB,Rybnik (region),Śląskie
SR,Rybnik (miasto),Śląskie
LRY,Ryki,Lubelskie
CRY,Rypin,Kujawsko-Pomorskie
RZE,Rzeszów (region),Podkarpackie
RZ,Rzeszów (miasto),Podkarpackie
TSA,Sandomierz,Świętokrzyskie
RSA,Sanok,Podkarpackie
BSE,Sejny,Podlaskie
WSI,Siedlce (region),Mazowieckie
WS,Siedlce (miasto),Mazowieckie
SI,Siemianowice Śląskie,Śląskie
BSI,Siemiatycze,Podlaskie
ESI,Sieradz,Łódzkie
WSE,Sierpc,Mazowieckie
TSK,Skarżysko-Kamienna,Świętokrzyskie
ESK,Skierniewice (region),Łódzkie
ES,Skierniewice (miasto),Łódzkie
WSC,Sochaczew,Mazowieckie
WSK,Sokołów Podlaski,Mazowieckie
BSK,Sokółka,Podlaskie
GSP,Sopot,Pomorskie
SO,Sosnowiec,Śląskie
RST,Stalowa Wola,Podkarpackie
TST,Starachowice,Świętokrzyskie
ZST,Stargard Szczeciński,Zachodniopomorskie
GST,Starogard Gdański,Pomorskie
TSZ,Staszów,Świętokrzyskie
OST,Strzelce Opolskie,Opolskie
FSD,Strzelecko-Drezdenecki (Strzelce Krajeńskie),Lubuskie
DST,Strzelin,Dolnośląskie
RSR,Strzyżów,Podkarpackie
KSU,Sucha Beskidzka,Małopolskie
FSU,Sulęcin,Lubuskie
BSU,Suwałki (region),Podlaskie
BS,Suwałki (miasto),Podlaskie
PSZ,Szamotuły,Wielkopolskie
ZS,Szczecin,Zachodniopomorskie
ZSZ,Szczecinek,Zachodniopomorskie
NSZ,Szczytno,Warmińsko-Mazurskie
WSZ,Szydłowiec,Mazowieckie
CSE,Sępólno Krajeńskie,Kujawsko-Pomorskie
ZSL,Sławno,Zachodniopomorskie
FSL,Słubice,Lubuskie
PSL,Słupca,Wielkopolskie
GSL,Słupsk (region),Pomorskie
GS,Słupsk (miasto),Pomorskie
RTA,Tamobrzeg (region),Podkarpackie
RT,Tarnobrzeg (miasto),Podkarpackie
STA,Tarnowskie Góry,Śląskie
KTA,Tarnów (region),Małopolskie
KT,Tarnów (miasto),Małopolskie
KTT,Tatrzański (Zakopane),Małopolskie
GTC,Tczew,Pomorskie
LTM,Tomaszów Lubelski,Lubelskie
ETM,Tomaszów Mazowiecki,Łódzkie
CTR,Toruń (region),Kujawsko-Pomorskie
CT,Toruń (miasto),Kujawsko-Pomorskie
DTR,Trzebnica,Dolnośląskie
CTU,Tuchola,Kujawsko-Pomorskie
PTU,Turek,Wielkopolskie
ST,Tychy (miasto),Śląskie
KWA,Wadowice,Małopolskie
WW-A,War.-Rembertów,Mazowieckie
WW-W,War.-Wilanów,Mazowieckie
WB,Warsz.-Bemowo,Mazowieckie
WA,Warsz.-Białołęka,Mazowieckie
WE,Warsz.-Mokotów,Mazowieckie
WJ,Warsz.-Targówek,Mazowieckie
WN,Warsz.-Ursynów,Mazowieckie
WW-Y,Warsz.-Wesoła,Mazowieckie
WW-F,Warsz.-Wilanów,Mazowieckie
WW-G,Warsz.-Wilanów,Mazowieckie
WW-H,Warsz.-Wilanów,Mazowieckie
WW-J,Warsz.-Wilanów,Mazowieckie
WW-K,Warsz.-Włochy,Mazowieckie
WW-M,Warsz.-Włochy,Mazowieckie
WW-N,Warsz.-Włochy,Mazowieckie
WW-V,Warsz.-Włochy,Mazowieckie
WI,Warsz.-Śródmieście,Mazowieckie
WZ,Warszawa Zachód,Mazowieckie
WD,Warszawa-Bielany,Mazowieckie
WU,Warszawa-Ochota,Mazowieckie
WF,Warszawa-Praga Południe,Mazowieckie
WH,Warszawa-Praga Północ,Mazowieckie
WK,Warszawa-Ursus,Mazowieckie
WT,Warszawa-Wawer,Mazowieckie
WY,Warszawa-Wola,Mazowieckie
WX,Warszawa-Żoliborz,Mazowieckie
DBA,Wałbrzych (region),Dolnośląskie
DB,Wałbrzych (miasto),Dolnośląskie
ZWA,Wałcz,Zachodniopomorskie
NWE,Wegorzewo,Warmińsko-Mazurskie
GWE,Wejherowo,Pomorskie
KWI,Wieliczka,Małopolskie
EWI,Wieluń,Łódzkie
EWE,Wieruszów,Łódzkie
SWD,Wodzisław Śląski,Śląskie
PWL,Wolsztyn,Wielkopolskie
WWL,Wołomin (region),Mazowieckie
WV,Wołomin (miasto),Mazowieckie
DWL,Wołów,Dolnośląskie
DWR,Wrocław (region),Dolnośląskie
DW,Wrocław (miasto),Dolnośląskie
PWR,Września,Wielkopolskie
FWS,Wschowa,Lubuskie
BWM,Wysokie Mazowieckie,Podlaskie
WWY,Wyszków,Mazowieckie
CWA,Wąbrzeźno,Kujawsko-Pomorskie
PWA,Wągrowiec,Wielkopolskie
WWE,Węgrów,Mazowieckie
CWL,Włocławek (region),Kujawsko-Pomorskie
CW,Włocławek (miasto),Kujawsko-Pomorskie
LWL,Włodawa,Lubelskie
TLW,Włoszczowa,Świętokrzyskie
SZ,Zabrze,Śląskie
BZA,Zambrów,Podlaskie
LZA,Zamość (region),Lubelskie
LZ,Zamość (miasto),Lubelskie
SZA,Zawiercie,Śląskie
EZD,Zduńska Wola,Łódzkie
EZG,Zgierz,Łódzkie
DZG,Zgorzelec,Dolnośląskie
FZI,Zielona Góra (region),Lubuskie
FZ,Zielona Góra (miasto),Lubuskie
HC,Administracja celna,Polska
WZW,Zwoleń,Mazowieckie
DZA,Ząbkowice Śląskie,Dolnośląskie
DZL,Złotoryja,Dolnośląskie
PZL,Złotów,Wielkopolskie
PKO,wczesniej Konin (miasto) => PN,Wielkopolskie
NOG,wczesniej Olecko-Gołdapski (Olecko) => NGO und NOE,Warmińsko-Mazurskie
POZ,wczesniej Poznań (region) => PZ,Wielkopolskie
SRS,wczesniej Ruda Śląska => SL,Śląskie
STY,wczesniej Tychy (region) => SBL,Śląskie
ELA,Łask,Łódzkie
RLA,Łańcut,Podkarpackie
ZLO,Łobez,Zachodniopomorskie
BLM,Łomża (region),Podlaskie
BL,Łomża (miasto),Podlaskie
WLS,Łosice,Mazowieckie
ELC,Łowicz,Łódzkie
LLU,Łuków,Lubelskie
EL,Łódź,Łódzkie
ELW,Łódź Wschód,Łódzkie
LLE,Łęczna,Lubelskie
ELE,Łęczyca,Łódzkie
PSE,Śrem,Wielkopolskie
PSR,Środa Wielkopolska,Wielkopolskie
DSR,Środa Śląska,Dolnośląskie
DSW,Świdnica,Dolnośląskie
LSW,Świdnik,Lubelskie
ZSD,Świdwin,Zachodniopomorskie
FSW,Świebodzin,Lubuskie
CSW,Świecie,Kujawsko-Pomorskie
ZSW,Świnoujście,Zachodniopomorskie
SW,Świętochłowice,Śląskie
FZG,Żagań,Lubuskie
FZA,Żary,Lubuskie
CZN,Żnin,Kujawsko-Pomorskie
SZO,Żory,Śląskie
WZU,Żuromin,Mazowieckie
WZY,Żyrardów,Mazowieckie
SZY,Żywiec,Śląskie
