73101,Aichelberg - Kr Göppingen
86479,Aichen - Schwab
78733,Aichhalden b Schramberg
88317,Aichstetten b Leutkirch im Allgäu
72631,Aichtal
73773,Aichwald - Schurw
83329,Aichwies
94501,Aidenbach - Niederbay
97491,Aidhausen
71134,Aidlingen - Württ
84089,Aiglsbach
56459,Ailertchen
86447,Aindling
83404,Ainring
89344,Aislingen - Schwab
94330,Aiterhofen
79677,Aitern
84137,Aiteröd
88319,Aitrach
87648,Aitrang
09326,Aitzendorf
06385,Aken (Elbe)
99100,Alach
99100,Alach
83544,Albaching
79774,Albbruck
93449,Albernhof b Waldmünchen
07646,Albersdorf b Stadtroda
25767,Albersdorf - Holst
73095,Albershausen
06268,Albersroda
06279,Alberstedt
76857,Albersweiler
57614,Alberthofen
16818,Albertinenhof b Neuruppin
19260,Albertinenhof b Boizenburg
97320,Albertshofen - Kr Kitzingen
66871,Albessen
55234,Albig
67308,Albisheim (Pfrimm)
98529,Albrechts b Suhl
98529,Albrechts b Suhl
17291,Albrechtshof b Prenzlau
23909,Albsfelde
72458,Albstadt - Württ
72459,Albstadt - Württ
72461,Albstadt - Württ
52457,Aldenhoven b Jülich
94501,Aldersbach
78554,Aldingen - Kr Tuttlingen
86733,Alerheim
91793,Alesheim
86480,Aletshausen
56859,Alf
73553,Alfdorf
31061,Alfeld (Leine)
91236,Alfeld - Mittelfr
49594,Alfhausen
56828,Alflen
27432,Alfstedt b Bremervörde
53347,Alfter
39638,Algenstedt
31191,Algermissen
86926,Algertshausen b Greifenberg - Ammersee
38551,Algesbüttel
73453,Algishofen
36211,Alheim
39398,Alikendorf
56332,Alken - Mosel
99310,Alkersleben
25938,Alkersum
55758,Allenbach - Hunsrück
07426,Allendorf b Rudolstadt
35108,Allendorf (Eder)
35469,Allendorf (Lumda)
56370,Allendorf - Rhein-Lahn-Kr
55595,Allenfeld
78476,Allensbach
39343,Alleringersleben
90584,Allersberg - Mittelfr
98701,Allersdorf b Ilmenau - Thür
85391,Allershausen - Oberbay
88422,Alleshausen
82239,Alling - Oberbay
86695,Allmannshofen
88348,Allmannsweiler b Bad Saulgau
89604,Allmendingen - Württ
99713,Allmenhausen
71573,Allmersbach im Tal
01983,Allmosen
06507,Allrode
06542,Allstedt
25821,Almdorf
57610,Almersbach
93449,Almosmühle
31079,Almstedt
46519,Alpen
57642,Alpenrod
99195,Alperstedt
72275,Alpirsbach
53547,Alsau
56237,Alsbach - Westerw
64665,Alsbach-Hähnlein
52477,Alsdorf - Rheinl
54668,Alsdorf - Eifel
57518,Alsdorf - Sieg
67821,Alsenz
36304,Alsfeld
67577,Alsheim - Rheinhess
06425,Alsleben (Saale)
24848,Alt Bennebek
14822,Alt Bork
14656,Alt Brieselang
18233,Alt Bukow
24791,Alt Duvenstedt
15526,Alt Golm
19303,Alt Jabel
18236,Alt Karin
18299,Alt Kätwin
19288,Alt Krenzlin
16928,Alt Krüssow
18581,Alt Lanschvitz
16837,Alt Lutterow
15518,Alt Madlitz
15306,Alt Mahlisch
19069,Alt Meteln
23881,Alt Mölln
19412,Alt Necheln
23992,Alt Poorstorf
17217,Alt Rehse
16827,Alt Ruppin
17192,Alt Schönau
17214,Alt Schwerin
15859,Alt Stahnsdorf
17129,Alt Tellin
15328,Alt Tucheband
19230,Alt Zachun
15913,Alt Zauche
73776,Altbach - Württ
15320,Altbarnim
76726,Altbrand
39387,Altbrandsleben
03229,Altdöbern
67482,Altdorf - Pfalz
71155,Altdorf - Kr Böblingen
72655,Altdorf b Nürtingen
84032,Altdorf - Niederbay
90518,Altdorf b. Nürnberg
18573,Altefähr
93087,Alteglofsheim
58762,Altena - Westf
53505,Altenahr
04931,Altenau b Mühlberg - Elbe
38707,Altenau - Harz
04828,Altenbach b Wurzen
55585,Altenbamberg
33184,Altenbeken
01773,Altenberg - Erzgeb
07768,Altenberga
48341,Altenberge - Westf
07338,Altenbeuthen
38889,Altenbrak
97901,Altenbuch - Unterfr
04600,Altenburg - Thür
98553,Altendambach
65624,Altendiez
01855,Altendorf b Sebnitz
92540,Altendorf b Nabburg
96146,Altendorf - Kr Bamberg
98701,Altenfeld b Ilmenau - Thür
07356,Altengesees
66885,Altenglan
99991,Altengottern
17091,Altenhagen b Altentreptow
18236,Altenhagen b Bad Doberan
39343,Altenhausen b Haldensleben
16244,Altenhof b Eberswalde
17209,Altenhof b Röbel
24340,Altenhof b Eckernförde
54636,Altenhof b Oberweis - Eifel
54655,Altenhof b Kyllburg
67677,Altenhof b Kaiserslautern
24161,Altenholz
24161,Altenholz
18556,Altenkirchen - Rügen
57610,Altenkirchen (Westerwald)
66903,Altenkirchen - Pfalz
23730,Altenkrempe
96264,Altenkunstadt
83352,Altenmarkt a d Alz
29575,Altenmedingen
25335,Altenmoor
86450,Altenmünster - Schwab
18445,Altenpleen
72657,Altenriet
06642,Altenroda
29416,Altensalzwedel
63674,Altenstadt - Hess
86972,Altenstadt b Schongau
89281,Altenstadt - Iller
92665,Altenstadt a d Waldnaab
72213,Altensteig - Württ
93177,Altenthann - Oberpf
17087,Altentreptow
39171,Altenweddingen
39596,Altenzaun
56288,Alterkülz
06543,Alterode
98587,Altersbach b Schmalkalden
97237,Altertheim
56130,Altes Forsthaus
14913,Altes Lager
84169,Altfraunhofen
15320,Altfriedland
16818,Altfriesack
16278,Alt-Galow
16259,Altgersdorf
16259,Altglietzen
82278,Althegnenberg
88499,Altheim b Riedlingen - Württ
89174,Altheim (Alb)
89605,Altheim b Ehingen - Donau
91788,Altheimersberg
75382,Althengstett
66484,Althornbach
71566,Althütte - Württ
16247,Althüttendorf
06800,Altjeßnitz
17179,Altkalen
04626,Altkirchen b Schmölln - Thür
16278,Altkünkendorf
15345,Altlandsberg
56858,Altlay
67317,Altleiningen
16259,Altlewin
16775,Altlüdersdorf
68804,Altlußheim
54492,Altmachern
16259,Altmädewitz
93336,Altmannstein
39624,Altmersleben
09648,Altmittweida
85250,Altomünster
19294,Altona b Eldena a d Elde
04643,Altottenhain
84503,Altötting
16259,Altreetz
54518,Altrich
67122,Altrip - Kr Ludwigshafen am Rhein
15910,Alt-Schadow
54636,Altscheid
88361,Altshausen
56858,Altstrimmig
17166,Alt-Sührkow
16798,Altthymen
16259,Alttrebbin
87452,Altusried
17375,Altwarp
55469,Altweidelbach
17379,Altwigshagen
24214,Altwittenbek
16259,Altwustrow
25486,Alveslohe
63755,Alzenau - Unterfr
55232,Alzey
21227,Am Jägerberg
82493,Am Quicken
34497,Am Rainberge
61200,Am Römerhof
61200,Am Römerschacht
21706,Am Rönndeich
65385,Am Rüdesheimer Hafen - Rheingau
34127,Am Sandkopf Gem Fuldatal
66849,Am Sandweiher
76889,Am Springberg
38350,Am Tekenberge
16766,Amalienfelde
86854,Amberg b Buchloe
92224,Amberg - Oberpf
21385,Amelinghausen
83123,Amerang
86735,Amerdingen
39439,Amesdorf
54673,Ammeldingen bei Neuerburg
54675,Ammeldingen an der Our
07407,Ammelstädt
72119,Ammerbuch
99974,Ammern
90614,Ammerndorf
22949,Ammersbek
92260,Ammerthal - Oberpf
35287,Amöneburg
63916,Amorbach
84539,Ampfing
39387,Ampfurth
06317,Amsdorf
83329,Amselgraben b Waging a See
73340,Amstetten - Württ
09439,Amtsberg
88279,Amtzell
25840,An der Chaussee b Friedrichstadt - Eider
37434,An der Rhumequelle b Gieboldehausen
82346,Andechs
36452,Andenhausen
38836,Anderbeck
27446,Anderlingen
56626,Andernach
49832,Andervenne
99189,Andisleben
83364,Andrichstadt
74918,Angelbachtal
35719,Angelburg - Hess
67346,Angelhof I u. II
99338,Angelroda
83454,Anger b Bad Reichenhall
83565,Anger - Gem Frauenneuharting
16278,Angermünde
39326,Angern b Wolmirstedt
06179,Angersdorf b Halle - Saale
83739,Angl b Wörnsmühl
56584,Anhausen - Kr Neuwied
37308,Ankermühle b Heilbad Heiligenstadt
17219,Ankershagen
17389,Anklam
49577,Ankum
18239,Anna Luisenhof
67098,Annaberg b Bad Dürkheim
09456,Annaberg-Buchholz
06925,Annaburg - Sachs-Anh
01994,Annahütte
06308,Annarode
83368,Anning b St Georgen - Chiemgau
76855,Annweiler am Trifels
59609,Anröchte
91522,Ansbach - Mittelfr
56729,Anschau
82387,Antdorf
36326,Antrifttal
53533,Antweiler b Adenau
85646,Anzing b München
31552,Apelern
26689,Apen
38486,Apenburg
21641,Apensen
86974,Apfeldorf
99192,Apfelstädt
87742,Apfeltrach
99510,Apolda
21279,Appel - Nordheide
21279,Appelbeck
27616,Appeln
25482,Appen - Kr Pinneberg
55437,Appenheim - Rheinhess
99768,Appenrode b Ellrich
74597,Appensee
77767,Appenweier
83376,Apperting
56769,Arbach
91722,Arberg
53533,Aremberg - Eifel
17291,Arendsee b Prenzlau
39619,Arendsee (Altmark)
54518,Arenrath
06369,Arensdorf b Köthen - Anh
15518,Arensdorf b Fürstenwalde - Spree
37318,Arenshausen
14827,Arensnest
03253,Arenzhain
86561,Aresing - Oberbay
56729,Arft
88260,Argenbühl
55595,Argenschwang
55496,Argenthal
37627,Arholzen
25767,Arkebek
83374,Arleting
25860,Arlewatt
55288,Armsheim - Rheinhess
24616,Armstedt
21769,Armstorf - Niederelbe
93471,Arnbruck
39596,Arneburg
24399,Arnis
53547,Arnsau
07330,Arnsbach b Probstzella
59755,Arnsberg - Westf
59757,Arnsberg - Westf
59759,Arnsberg - Westf
59821,Arnsberg - Westf
59823,Arnsberg - Westf
93473,Arnschwang
01477,Arnsdorf b Dresden
06917,Arnsdorf b Jessen - Elster
07318,Arnsgereuth
07952,Arnsgrün b Zeulenroda
56244,Arnshöfen
04916,Arnsnesta
99310,Arnstadt
06333,Arnstedt
56379,Arnstein - Kloster - Lahn
97450,Arnstein - Unterfr
94424,Arnstorf
24634,Arpsdorf
23948,Arpshagen
93474,Arrach - Bayerischer Wald
09326,Arras b Rochlitz
66849,Artamhof
06556,Artern
21380,Artlenburg
56337,Arzbach - Westerw
04886,Arzberg b Torgau
95659,Arzberg - Oberfr
54687,Arzfeld
53567,Asbach - Westerw
55758,Asbach - Hunsrück
89522,Asbach - Brenz
98574,Asbach b Schmalkalden
86663,Asbach-Bäumenheim
55758,Asbacherhütte
37318,Asbach-Sickenberg
94347,Ascha
63739,Aschaffenburg
63741,Aschaffenburg
63743,Aschaffenburg
99958,Aschara
07426,Aschau b Rudolstadt
83229,Aschau i. Chiemgau
84544,Aschau a. Inn
67753,Aschbach - Pfalz
83739,Aschbach b Irschenberg
24326,Ascheberg (Holstein)
59387,Ascheberg - Westf
24358,Ascheffel
26871,Aschendorf - Stadt Papenburg
98634,Aschenhausen
37412,Aschenhütte - Harz
06449,Aschersleben - Sachs-Anh
85609,Aschheim
06317,Aseleben
21271,Asendorf - Nordheide
27330,Asendorf b Bruchhausen-Vilsen
71546,Aspach b Backnang
99880,Aspach b Gotha - Thür
21388,Aspelhorn
38822,Aspenstedt
71679,Asperg
55459,Aspisheim
97959,Assamstadt
89176,Asselfingen
35614,Aßlar
85617,Aßling
83565,Ast - Gem Frauenneuharting
93449,Ast - Oberpf
57627,Astert
06901,Ateritz
38822,Athenstedt
57439,Attendorn
56370,Attenhausen - Rhein-Lahn-Kr
84091,Attenhofen i d Hallertau
85395,Attenkirchen
88448,Attenweiler
03172,Atterwasch
94348,Atting b Straubing
57629,Atzelgift
39443,Atzendorf b Staßfurt
83364,Atzlbach
76474,Au am Rhein
79280,Au - Breisgau
83364,Au b Neukirchen a Teisenberg
83546,Au a Inn
84072,Au i d Hallertau
97239,Aub - Unterfr
97633,Aubstadt
04838,Audenhain
56766,Auderath
08280,Aue - Sachs
07318,Aue a Berg
56357,Auel b St Goarshausen
55569,Auen b Monzingen
71549,Auenwald
08209,Auerbach /Vogtl.
09392,Auerbach - Erzgeb
91275,Auerbach - Oberpf
94530,Auerbach - Niederbay
95703,Auerberg - Oberpf
99518,Auerstedt
31749,Auetal
93089,Aufhausen - Oberpf
82282,Aufkirchen b Unterschweinbach
91347,Aufseß
79424,Auggen
86150,Augsburg - Bay
86152,Augsburg - Bay
86153,Augsburg - Bay
86154,Augsburg - Bay
86156,Augsburg - Bay
86157,Augsburg - Bay
86159,Augsburg - Bay
86161,Augsburg - Bay
86163,Augsburg - Bay
86165,Augsburg - Bay
86167,Augsburg - Bay
86169,Augsburg - Bay
86179,Augsburg - Bay
86199,Augsburg - Bay
06308,Augsdorf
32832,Augustdorf
09573,Augustusburg
31553,Auhagen
86736,Auhausen - Schwab
74564,Auhof b Crailsheim
24613,Aukrug
99765,Auleben
88326,Aulendorf - Württ
65582,Aull
39615,Aulosen
07955,Auma
21521,Aumühle b Hamburg
97717,Aura a d Saale
97773,Aura i. Sinngrund
91589,Aurach - Mittelfr
91086,Aurachtal
26603,Aurich - Ostfriesland
26605,Aurich - Ostfriesland
26607,Aurich - Ostfriesland
24975,Ausacker
39393,Ausleben
94532,Außernzell
04849,Authausen
25548,Auufer
54597,Auw bei Prüm
54664,Auw an der Kyll
94568,Auwies b St Oswald - Niederbay
25927,Aventoft
25715,Averlak
06922,Axien
27729,Axstedt
85653,Aying
54441,Ayl - Saar
86482,Aystetten
99198,Azmannsdorf
99198,Azmannsdorf
18586,Baabe - Ostseebad
06408,Baalberge
56729,Baar - Eifel
86674,Baar (Schwaben)
85107,Baar-Ebenhausen
19309,Baarz
06388,Baasdorf
03246,Babben
23992,Bäbelin
39596,Baben
64832,Babenhausen - Hess
87727,Babenhausen - Schwab
83547,Babensham
17237,Babke
23992,Babst
04828,Bach b Wurzen
83364,Bach b Neukirchen a Teisenberg
83739,Bach b Irschenberg
93090,Bach a d Donau
55422,Bacharach
57610,Bachenberg
96528,Bachfeld
89429,Bachhagel
89431,Bächingen a d Brenz
84428,Bachzelten
71522,Backnang
93077,Bad Abbach
83043,Bad Aibling
95680,Bad Alexandersbad
34454,Bad Arolsen
82435,Bad Bayersoien
27624,Bad Bederkesa
79415,Bad Bellingen - Baden
48455,Bad Bentheim
76887,Bad Bergzabern
99438,Bad Berka
57319,Bad Berleburg
95460,Bad Berneck i. Fichtelgebirge
56864,Bad Bertrich
29549,Bad Bevensen
06647,Bad Bibra
84364,Bad Birnbach - Rottal
07422,Bad Blankenburg
97708,Bad Bocklet
29389,Bad Bodenteich
08648,Bad Brambach
24576,Bad Bramstedt
53498,Bad Breisig
97769,Bad Brückenau
88422,Bad Buchau
65520,Bad Camberg
98663,Bad Colberg-Heldburg
73342,Bad Ditzenbach
18209,Bad Doberan
33014,Bad Driburg
04849,Bad Düben
67098,Bad Dürkheim
06231,Bad Dürrenberg
78073,Bad Dürrheim - Schwarzw
31707,Bad Eilsen
08645,Bad Elster
56130,Bad Ems
34308,Bad Emstal
35080,Bad Endbach
83093,Bad Endorf - Oberbay
49152,Bad Essen
83075,Bad Feilnbach
06567,Bad Frankenhausen
16259,Bad Freienwalde (Oder)
74177,Bad Friedrichshall
94072,Bad Füssing
37581,Bad Gandersheim
01816,Bad Gottleuba
94086,Bad Griesbach i. Rottal
87730,Bad Grönenbach - Allgäu
37539,Bad Grund - Harz
38667,Bad Harzburg
83670,Bad Heilbrunn
76332,Bad Herrenalb
36251,Bad Hersfeld
61348,Bad Homburg v d Höhe
61350,Bad Homburg v d Höhe
61352,Bad Homburg v d Höhe
53604,Bad Honnef
53557,Bad Hönningen
49186,Bad Iburg
34385,Bad Karlshafen
97688,Bad Kissingen
23996,Bad Kleinen
07639,Bad Klosterlausnitz
82433,Bad Kohlgrub
64732,Bad König
97631,Bad Königshofen i. Grabfeld
06628,Bad Kösen
07586,Bad Köstritz
55543,Bad Kreuznach
55545,Bad Kreuznach
79189,Bad Krozingen
57334,Bad Laasphe
49196,Bad Laer
99947,Bad Langensalza
06246,Bad Lauchstädt
04651,Bad Lausick
37431,Bad Lauterberg im Harz
36448,Bad Liebenstein
04924,Bad Liebenwerda
75378,Bad Liebenzell
33175,Bad Lippspringe
56470,Bad Marienberg (Westerwald)
97980,Bad Mergentheim
31848,Bad Münder am Deister
55583,Bad Münster-Ebernburg am Stein
53902,Bad Münstereifel
02953,Bad Muskau
61231,Bad Nauheim
31542,Bad Nenndorf
53474,Bad Neuenahr-Ahrweiler
97616,Bad Neustadt a d Saale
32545,Bad Oeynhausen
32547,Bad Oeynhausen
32549,Bad Oeynhausen
23843,Bad Oldesloe
63619,Bad Orb
77740,Bad Peterstal-Griesbach
31812,Bad Pyrmont
74906,Bad Rappenau
83435,Bad Reichenhall
77776,Bad Rippoldsau-Schapbach
96476,Bad Rodach
49214,Bad Rothenfelde
15526,Bad Saarow-Pieskow
37441,Bad Sachsa
79713,Bad Säckingen
31162,Bad Salzdetfurth
36364,Bad Salzschlirf
32105,Bad Salzuflen
32107,Bad Salzuflen
32108,Bad Salzuflen
36433,Bad Salzungen
59505,Bad Sassendorf
88348,Bad Saulgau
01814,Bad Schandau
06905,Bad Schmiedeberg
76669,Bad Schönborn
88427,Bad Schussenried
65307,Bad Schwalbach
23611,Bad Schwartau
23795,Bad Segeberg
55566,Bad Sobernheim
65812,Bad Soden am Taunus
63628,Bad Soden-Salmünster
37242,Bad Sooden-Allendorf
96231,Bad Staffelstein
95138,Bad Steben
06507,Bad Suderode
99518,Bad Sulza
18334,Bad Sülze
75385,Bad Teinach-Zavelstein
99955,Bad Tennstedt
83646,Bad Tölz
73337,Bad Überkingen
72574,Bad Urach
61118,Bad Vilbel
88339,Bad Waldsee
83707,Bad Wiessee
75323,Bad Wildbad im Schwarzwald
34537,Bad Wildungen
19336,Bad Wilsnack
74206,Bad Wimpfen
91438,Bad Windsheim
86825,Bad Wörishofen
33181,Bad Wünnenberg
88410,Bad Wurzach
34596,Bad Zwesten
26160,Bad Zwischenahn
49635,Badbergen
38271,Baddeckenstedt
06493,Badeborn
19258,Badekow
39624,Badel
54657,Badem
76530,Baden-Baden
76532,Baden-Baden
76534,Baden-Baden
23619,Badendorf - Holst
56291,Badenhard
37534,Badenhausen - Harz
55576,Badenheim
18209,Badenmühle b Bad Doberan
79410,Badenweiler
38836,Badersleben
16775,Badingen b Gransee
39579,Badingen b Stendal
64754,Badisch Schöllenbach
19209,Badow
99706,Badra
19348,Baek
52499,Baesweiler
17326,Bagemühl
03130,Bagenz
14778,Bagow
19089,Bahlenhüschen
79353,Bahlingen am Kaiserstuhl
99100,Bahnhof Zimmernsupra-Töttelstädt
99100,Bahnhof Zimmernsupra-Töttelstädt
14715,Bahnitz
01983,Bahnsdorf - NL
04895,Bahnsdorf - Elster
88441,Bahnstock
01816,Bahratal
38459,Bahrdorf - Niedersachs
03249,Bahren - NL
27245,Bahrenborstel
39171,Bahrendorf - Börde
25569,Bahrenfleth
23845,Bahrenhof - Holst
18211,Bahrenhorst
01819,Bahretal
15898,Bahro
88255,Baienfurt
84171,Baierbach - Niederbay
82065,Baierbrunn - Isartal
73079,Baierhof b Süßen
85625,Baiern - Kr Ebersberg - Oberbay
72270,Baiersbronn
91083,Baiersdorf - Mittelfr
88255,Baindt - Württ
87650,Baisweil
14806,Baitz
23909,Bäk b Ratzeburg
49456,Bakum - Kr Vechta
23881,Bälau
87538,Balderschwang
85598,Baldham
54314,Baldringen
65558,Balduinstein
54597,Balesfeld
31609,Balge
78582,Balgheim - Württ
06632,Balgstädt
72336,Balingen
21730,Balje - Kr Stade
18320,Balkenkoppel
89177,Ballendorf - Württ
06493,Ballenstedt
39606,Ballerstedt
99955,Ballhausen b Bad Tennstedt
79282,Ballrechten-Dottingen
99869,Ballstädt
99439,Ballstedt
19300,Balow
19322,Bälow
73666,Baltmannsweiler
26579,Baltrum
58802,Balve
86483,Balzhausen b Krumbach - Schwaben
88481,Balzheim
96047,Bamberg
96049,Bamberg
96050,Bamberg
96052,Bamberg
14715,Bamme
69245,Bammental
38486,Bandau
19249,Bandekow b Lübtheen
19273,Bandekow b Neuhaus - Elbe
17506,Bandelin
19230,Bandenitz
18258,Bandow
66851,Bann - Pfalz
56424,Bannberscheid
23769,Bannesdorf auf Fehmarn
01728,Bannewitz
31029,Banteln
16868,Bantikow
19246,Bantin
16835,Banzendorf
54619,Banzenhof - Gem Reiff
19260,Banzin
19079,Banzkow
76889,Barbelroth
93092,Barbing
39249,Barby
36456,Barchfeld - Werra
14913,Bardenitz
21357,Bardowick
55483,Bärenbach b Simmern - Hunsrück
55758,Bärenbach b Idar-Oberstein
73655,Bärenbach - Württ
66996,Bärenbrunnerhof
66996,Bärenbrunnermühle
27245,Barenburg b Sulingen
21397,Barendorf - Kr Lüneburg
23936,Barendorf b Grevesmühlen
73529,Bärenhof
03172,Bärenklau - NL
16727,Bärenklau b Velten
01768,Bärenstein - Osterzgeb
09471,Bärenstein b Annaberg-Buchholz
78580,Bärenthal - Hohenz
16866,Barenthin
25704,Bargenstedt
23863,Bargfeld-Stegen
25563,Bargholz
17398,Bargischow
24806,Bargstall
21698,Bargstedt - Kr Stade
24793,Bargstedt - Holst
22941,Bargteheide
25842,Bargum
23826,Bark b Bad Segeberg
24360,Barkelsby
25791,Barkenholm - Holst
24863,Barkhorn b Schleswig
19395,Barkow b Lübz
39179,Barleben
25719,Barlt
24245,Barmissen
25355,Barmstedt
95671,Bärnau - Oberpf
39393,Barneberg
23968,Barnekow
14715,Barnewitz
19089,Barnin
23858,Barnitz - Trave
01471,Bärnsdorf
06268,Barnstädt
21406,Barnstedt - Kr Lüneburg
49406,Barnstorf - Kr Diepholz
32683,Barntrup
24217,Barsbek
22885,Barsbüttel
16775,Barsdorf
16845,Barsikow
30890,Barsinghausen
26676,Barßel
18314,Bartelshagen II b. Barth
18209,Bartenshagen
39343,Bartensleben
18356,Barth
73566,Bartholomä
17089,Bartow
21357,Barum - Kr Lüneburg
29576,Barum b Bad Bevensen
15837,Baruth / Mark
49453,Barver
14913,Bärwalde b Jüterbog
38476,Barwedel
53534,Barweiler
55606,Bärweiler
01994,Barzig
54578,Basberg - Eifel
27432,Basdahl
16352,Basdorf b Berlin
16818,Basdorf b Neuruppin
17139,Basedow b Teterow
21483,Basedow - Kr Hzgt Lauenb
56220,Bassenheim
27211,Bassum
97654,Bastheim
21493,Basthorst - Kr Hzgt Lauenb
18230,Bastorf
04838,Battaune
35088,Battenberg (Eder)
67271,Battenberg (Pfalz)
99625,Battgendorf
06917,Battin b Jessen - Elster
17328,Battinsthal
66484,Battweiler
15377,Batzlow
01561,Bauda
91460,Baudenbach
98617,Bauerbach b Meiningen
19372,Bauerkuhl
53534,Bauler b Barweiler
54673,Bauler b Neuerburg
06632,Baumersroda
16775,Baumgarten b Gransee
18246,Baumgarten b Bützow
55774,Baumholder
96148,Baunach
34225,Baunatal
54538,Bausendorf
54636,Baustert
02625,Bautzen - Sachs
49844,Bawinkel
84092,Bayerbach b. Ergoldsbach
94137,Bayerbach - Rott
67808,Bayerfeld-Steckweiler
94252,Bayerisch Eisenstein
83457,Bayerisch Gmain
95444,Bayreuth
95445,Bayreuth
95447,Bayreuth
95448,Bayreuth
83735,Bayrischzell
37308,Bebendorf
23816,Bebensee
99976,Beberstedt
39343,Bebertal
87770,Beblinstetten
36179,Bebra
56132,Becheln
23923,Bechelsdorf
55234,Bechenheim
55608,Becherbach b Kirn - Nahe
67827,Becherbach - Pfalz
66894,Bechhofen - Pfalz
91572,Bechhofen a d Heide
07426,Bechstedt
99428,Bechstedtstraß
67595,Bechtheim - Rheinhess
55234,Bechtolsheim
92699,Bechtsrieth
21643,Beckdorf
31699,Beckedorf b Stadthagen
31698,Beckedorfer Schacht
27243,Beckeln
39393,Beckendorf b Oschersleben
66955,Beckenhof b Pirmasens
17194,Beckenkrug
19300,Beckentin
66701,Beckingen
59269,Beckum - Westf
50181,Bedburg - Erft
47551,Bedburg-Hau
66885,Bedesbach
29355,Beedenbostel
48361,Beelen
14547,Beelitz - Mark
39596,Beelitz b Stendal
39343,Beendorf b Haldensleben
17258,Beenz b Neustrelitz
16259,Beerbaum
15518,Beerfelde
64743,Beerfelden - Odenw
15926,Beesdau
06425,Beesenlaublingen
06198,Beesenstedt
15848,Beeskow
49832,Beesten
17111,Beestland
16766,Beetz
38489,Beetzendorf
17111,Beggerow
23919,Behlendorf
15868,Behlow
18510,Behnkendorf
39356,Behnsdorf
25850,Behrendorf b Husum - Nordsee
39606,Behrendorf - Altmark
17498,Behrenhoff
17179,Behren-Lübchin
15864,Behrensdorf b Beeskow
24321,Behrensdorf b Lütjenburg
99326,Behringen b Arnstadt
99947,Behringen b Bad Langensalza
99326,Behringer Schenke
98631,Behrungen
63543,Bei den Tongruben
04720,Beicha
99625,Beichlingen
23996,Beidendorf b Bad Kleinen
25573,Beidenfleth
